Customer_ID,Credit_Score,Risk_Category
5261,751,Low
5262,788,Low
5263,683,Medium
5264,728,Medium
5265,476,High
5266,728,Medium
5267,748,Medium
5268,722,Medium
5269,847,Low
5270,644,High
5271,539,High
5272,675,Medium
5273,536,High
5274,520,High
5275,710,Medium
5276,604,High
5277,557,High
5278,681,Medium
5279,578,High
5280,719,Medium
5281,493,High
5282,652,Medium
5283,586,High
5284,601,High
5285,731,Medium
5286,618,High
5287,624,High
5288,678,Medium
5289,761,Low
5290,536,High
5291,623,High
5292,559,High
5293,555,High
5294,844,Low
5295,800,Low
5296,768,Low
5297,520,High
5298,776,Low
5299,576,High
5300,452,High
5301,620,High
5302,630,High
5303,775,Low
5304,544,High
5305,715,Medium
5306,504,High
5307,577,High
5308,745,Medium
5309,470,High
5310,459,High
5311,844,Low
5312,496,High
5313,577,High
5314,811,Low
5315,774,Low
5316,771,Low
5317,499,High
5318,781,Low
5319,714,Medium
5320,763,Low
5321,834,Low
5322,849,Low
5323,786,Low
5324,674,Medium
5325,688,Medium
5326,563,High
5327,528,High
5328,592,High
5329,532,High
5330,674,Medium
5331,512,High
5332,480,High
5333,500,High
5334,699,Medium
5335,774,Low
5336,635,High
5337,487,High
5338,573,High
5339,798,Low
5340,820,Low
5341,737,Medium
5342,692,Medium
5343,588,High
5344,543,High
5345,494,High
5346,821,Low
5347,611,High
5348,755,Low
5349,806,Low
5350,732,Medium
5351,481,High
5352,627,High
5353,467,High
5354,751,Low
5355,737,Medium
5356,600,High
5357,551,High
5358,685,Medium
5359,519,High
5360,560,High
5361,761,Low
5362,556,High
5363,776,Low
5364,533,High
5365,687,Medium
5366,597,High
5367,722,Medium
5368,688,Medium
5369,587,High
5370,475,High
5371,533,High
5372,482,High
5373,455,High
5374,820,Low
5375,476,High
5376,678,Medium
5377,616,High
5378,821,Low
5379,622,High
5380,553,High
5381,804,Low
5382,845,Low
5383,690,Medium
5384,632,High
5385,557,High
5386,836,Low
5387,687,Medium
5388,619,High
5389,788,Low
5390,540,High
5391,758,Low
5392,546,High
5393,769,Low
5394,535,High
5395,681,Medium
5396,817,Low
5397,758,Low
5398,743,Medium
5399,615,High
5400,798,Low
5401,509,High
5402,513,High
5403,624,High
5404,729,Medium
5405,700,Medium
5406,602,High
5407,461,High
5408,760,Low
5409,826,Low
5410,658,Medium
5411,650,Medium
5412,748,Medium
5413,659,Medium
5414,763,Low
5415,781,Low
5416,671,Medium
5417,803,Low
5418,469,High
5419,777,Low
5420,551,High
5421,698,Medium
5422,553,High
5423,807,Low
5424,705,Medium
5425,743,Medium
5426,643,High
5427,732,Medium
5428,637,High
5429,663,Medium
5430,750,Low
5431,729,Medium
5432,778,Low
5433,819,Low
5434,754,Low
5435,811,Low
5436,545,High
5437,691,Medium
5438,509,High
5439,645,High
5440,484,High
5441,538,High
5442,620,High
5443,825,Low
5444,800,Low
5445,775,Low
5446,633,High
5447,812,Low
5448,582,High
5449,846,Low
5450,505,High
5451,704,Medium
5452,773,Low
5453,728,Medium
5454,761,Low
5455,598,High
5456,524,High
5457,848,Low
5458,494,High
5459,789,Low
5460,476,High
5461,618,High
5462,795,Low
5463,691,Medium
5464,850,Low
5465,602,High
5466,707,Medium
5467,727,Medium
5468,797,Low
5469,634,High
5470,577,High
5471,543,High
5472,655,Medium
5473,616,High
5474,748,Medium
5475,822,Low
5476,842,Low
5477,843,Low
5478,791,Low
5479,513,High
5480,549,High
5481,849,Low
5482,505,High
5483,791,Low
5484,727,Medium
5485,784,Low
5486,801,Low
5487,612,High
5488,531,High
5489,622,High
5490,496,High
5491,606,High
5492,545,High
5493,540,High
5494,498,High
5495,818,Low
5496,511,High
5497,562,High
5498,775,Low
5499,800,Low
5500,675,Medium
5501,498,High
5502,487,High
5503,574,High
5504,523,High
5505,593,High
5506,502,High
5507,555,High
5508,603,High
5509,467,High
5510,671,Medium
5511,597,High
5512,774,Low
5513,708,Medium
5514,453,High
5515,780,Low
5516,465,High
5517,677,Medium
5518,512,High
5519,506,High
5520,576,High
5521,838,Low
5522,746,Medium
5523,601,High
5524,702,Medium
5525,560,High
5526,492,High
5527,597,High
5528,796,Low
5529,756,Low
5530,597,High
5531,810,Low
5532,761,Low
5533,634,High
5534,501,High
5535,655,Medium
5536,599,High
5537,844,Low
5538,763,Low
5539,660,Medium
5540,587,High
5541,471,High
5542,840,Low
5543,759,Low
5544,801,Low
5545,467,High
5546,796,Low
5547,509,High
5548,619,High
5549,714,Medium
5550,566,High
5551,728,Medium
5552,646,High
5553,816,Low
5554,781,Low
5555,846,Low
5556,578,High
5557,666,Medium
5558,747,Medium
5559,826,Low
5560,729,Medium
5561,599,High
5562,747,Medium
5563,548,High
5564,452,High
5565,631,High
5566,500,High
5567,725,Medium
5568,551,High
5569,626,High
5570,737,Medium
5571,702,Medium
5572,549,High
5573,764,Low
5574,590,High
5575,831,Low
5576,613,High
5577,842,Low
5578,736,Medium
5579,535,High
5580,629,High
5581,795,Low
5582,722,Medium
5583,568,High
5584,626,High
5585,801,Low
5586,619,High
5587,575,High
5588,545,High
5589,732,Medium
5590,539,High
5591,576,High
5592,795,Low
5593,707,Medium
5594,546,High
5595,658,Medium
5596,800,Low
5597,840,Low
5598,599,High
5599,805,Low
5600,815,Low
5601,516,High
5602,801,Low
5603,539,High
5604,727,Medium
5605,646,High
5606,499,High
5607,501,High
5608,581,High
5609,532,High
5610,699,Medium
5611,530,High
5612,744,Medium
5613,747,Medium
5614,484,High
5615,660,Medium
5616,505,High
5617,812,Low
5618,528,High
5619,748,Medium
5620,465,High
5621,642,High
5622,623,High
5623,520,High
5624,550,High
5625,756,Low
5626,560,High
5627,698,Medium
5628,615,High
5629,507,High
5630,588,High
5631,534,High
5632,640,High
5633,494,High
5634,571,High
5635,459,High
5636,768,Low
5637,483,High
5638,840,Low
5639,460,High
5640,571,High
5641,737,Medium
5642,472,High
5643,733,Medium
5644,503,High
5645,489,High
5646,634,High
5647,585,High
5648,840,Low
5649,511,High
5650,650,Medium
5651,612,High
5652,654,Medium
5653,487,High
5654,540,High
5655,664,Medium
5656,580,High
5657,763,Low
5658,487,High
5659,523,High
5660,820,Low
5661,577,High
5662,815,Low
5663,620,High
5664,635,High
5665,687,Medium
5666,795,Low
5667,597,High
5668,732,Medium
5669,590,High
5670,659,Medium
5671,560,High
5672,655,Medium
5673,780,Low
5674,686,Medium
5675,685,Medium
5676,525,High
5677,834,Low
5678,723,Medium
5679,657,Medium
5680,643,High
5681,520,High
5682,563,High
5683,596,High
5684,592,High
5685,711,Medium
5686,682,Medium
5687,818,Low
5688,607,High
5689,505,High
5690,592,High
5691,546,High
5692,554,High
5693,817,Low
5694,688,Medium
5695,750,Low
5696,453,High
5697,470,High
5698,595,High
5699,798,Low
5700,594,High
5701,466,High
5702,844,Low
5703,818,Low
5704,551,High
5705,616,High
5706,655,Medium
5707,806,Low
5708,454,High
5709,733,Medium
5710,649,High
5711,460,High
5712,535,High
5713,606,High
5714,711,Medium
5715,582,High
5716,726,Medium
5717,553,High
5718,723,Medium
5719,835,Low
5720,467,High
5721,841,Low
5722,505,High
5723,473,High
5724,557,High
5725,492,High
5726,690,Medium
5727,487,High
5728,754,Low
5729,541,High
5730,574,High
5731,819,Low
5732,705,Medium
5733,831,Low
5734,728,Medium
5735,816,Low
5736,824,Low
5737,759,Low
5738,568,High
5739,494,High
5740,572,High
5741,635,High
5742,592,High
5743,599,High
5744,808,Low
5745,829,Low
5746,657,Medium
5747,613,High
5748,499,High
5749,660,Medium
5750,748,Medium
5751,708,Medium
5752,491,High
5753,566,High
5754,739,Medium
5755,660,Medium
5756,528,High
5757,741,Medium
5758,548,High
5759,778,Low
5760,545,High
5761,462,High
5762,800,Low
5763,833,Low
5764,531,High
5765,644,High
5766,828,Low
5767,727,Medium
5768,731,Medium
5769,678,Medium
5770,728,Medium
5771,659,Medium
5772,702,Medium
5773,588,High
5774,586,High
5775,644,High
5776,528,High
5777,780,Low
5778,795,Low
5779,771,Low
5780,775,Low
5781,652,Medium
5782,510,High
5783,676,Medium
5784,666,Medium
5785,659,Medium
5786,799,Low
5787,584,High
5788,842,Low
5789,817,Low
5790,638,High
5791,615,High
5792,470,High
5793,588,High
5794,686,Medium
5795,528,High
5796,707,Medium
5797,652,Medium
5798,735,Medium
5799,811,Low
5800,499,High
5801,608,High
5802,610,High
5803,482,High
5804,593,High
5805,815,Low
5806,542,High
5807,631,High
5808,450,High
5809,514,High
5810,704,Medium
5811,684,Medium
5812,499,High
5813,543,High
5814,597,High
5815,723,Medium
5816,712,Medium
5817,691,Medium
5818,797,Low
5819,694,Medium
5820,802,Low
5821,749,Medium
5822,460,High
5823,490,High
5824,509,High
5825,850,Low
5826,708,Medium
5827,566,High
5828,517,High
5829,750,Low
5830,725,Medium
5831,677,Medium
5832,837,Low
5833,615,High
5834,531,High
5835,718,Medium
5836,525,High
5837,706,Medium
5838,456,High
5839,791,Low
5840,701,Medium
5841,835,Low
5842,557,High
5843,652,Medium
5844,585,High
5845,816,Low
5846,561,High
5847,642,High
5848,603,High
5849,745,Medium
5850,670,Medium
5851,714,Medium
5852,512,High
5853,824,Low
5854,820,Low
5855,534,High
5856,790,Low
5857,500,High
5858,691,Medium
5859,565,High
5860,764,Low
5861,619,High
5862,689,Medium
5863,808,Low
5864,487,High
5865,529,High
5866,663,Medium
5867,677,Medium
5868,673,Medium
5869,844,Low
5870,487,High
5871,612,High
5872,563,High
5873,559,High
5874,564,High
5875,583,High
5876,466,High
5877,452,High
5878,583,High
5879,585,High
5880,633,High
5881,550,High
5882,614,High
5883,706,Medium
5884,656,Medium
5885,780,Low
5886,450,High
5887,803,Low
5888,830,Low
5889,556,High
5890,508,High
5891,715,Medium
5892,788,Low
5893,717,Medium
5894,816,Low
5895,617,High
5896,598,High
5897,716,Medium
5898,619,High
5899,519,High
5900,620,High
5901,543,High
5902,652,Medium
5903,574,High
5904,681,Medium
5905,837,Low
5906,626,High
5907,728,Medium
5908,678,Medium
5909,789,Low
5910,640,High
5911,551,High
5912,583,High
5913,507,High
5914,686,Medium
5915,528,High
5916,506,High
5917,837,Low
5918,492,High
5919,623,High
5920,715,Medium
5921,695,Medium
5922,764,Low
5923,684,Medium
5924,578,High
5925,756,Low
5926,823,Low
5927,548,High
5928,494,High
5929,766,Low
5930,705,Medium
5931,720,Medium
5932,584,High
5933,618,High
5934,605,High
5935,669,Medium
5936,720,Medium
5937,563,High
5938,507,High
5939,672,Medium
5940,837,Low
5941,723,Medium
5942,728,Medium
5943,597,High
5944,731,Medium
5945,488,High
5946,542,High
5947,660,Medium
5948,807,Low
5949,805,Low
5950,742,Medium
5951,535,High
5952,643,High
5953,592,High
5954,803,Low
5955,685,Medium
5956,573,High
5957,459,High
5958,451,High
5959,625,High
5960,711,Medium
5961,749,Medium
5962,785,Low
5963,738,Medium
5964,521,High
5965,791,Low
5966,661,Medium
5967,809,Low
5968,846,Low
5969,484,High
5970,472,High
5971,496,High
5972,829,Low
5973,613,High
5974,576,High
5975,504,High
5976,720,Medium
5977,750,Low
5978,516,High
5979,488,High
5980,822,Low
5981,778,Low
5982,841,Low
5983,674,Medium
5984,454,High
5985,615,High
5986,665,Medium
5987,824,Low
5988,536,High
5989,774,Low
5990,785,Low
5991,561,High
5992,789,Low
5993,494,High
5994,767,Low
5995,463,High
5996,840,Low
5997,830,Low
5998,686,Medium
5999,774,Low
6000,731,Medium
6001,706,Medium
6002,849,Low
6003,463,High
6004,539,High
6005,717,Medium
6006,646,High
6007,671,Medium
6008,747,Medium
6009,590,High
6010,703,Medium
6011,587,High
6012,777,Low
6013,807,Low
6014,521,High
6015,597,High
6016,541,High
6017,555,High
6018,781,Low
6019,637,High
6020,699,Medium
6021,753,Low
6022,700,Medium
6023,731,Medium
6024,719,Medium
6025,603,High
6026,558,High
6027,738,Medium
6028,579,High
6029,801,Low
6030,699,Medium
6031,777,Low
6032,610,High
6033,537,High
6034,759,Low
6035,547,High
6036,633,High
6037,581,High
6038,504,High
6039,474,High
6040,538,High
6041,486,High
6042,831,Low
6043,462,High
6044,596,High
6045,842,Low
6046,748,Medium
6047,566,High
6048,767,Low
6049,633,High
6050,722,Medium
6051,682,Medium
6052,635,High
6053,570,High
6054,793,Low
6055,762,Low
6056,597,High
6057,612,High
6058,559,High
6059,674,Medium
6060,560,High
6061,594,High
6062,598,High
6063,710,Medium
6064,746,Medium
6065,645,High
6066,574,High
6067,558,High
6068,823,Low
6069,497,High
6070,764,Low
6071,573,High
6072,594,High
6073,695,Medium
6074,524,High
6075,649,High
6076,476,High
6077,686,Medium
6078,508,High
6079,753,Low
6080,574,High
6081,579,High
6082,526,High
6083,627,High
6084,472,High
6085,660,Medium
6086,564,High
6087,726,Medium
6088,785,Low
6089,845,Low
6090,732,Medium
6091,488,High
6092,634,High
6093,655,Medium
6094,641,High
6095,598,High
6096,691,Medium
6097,470,High
6098,643,High
6099,458,High
6100,636,High
6101,757,Low
6102,498,High
6103,597,High
6104,690,Medium
6105,526,High
6106,781,Low
6107,767,Low
6108,564,High
6109,693,Medium
6110,801,Low
6111,505,High
6112,547,High
6113,721,Medium
6114,498,High
6115,614,High
6116,539,High
6117,598,High
6118,685,Medium
6119,540,High
6120,656,Medium
6121,554,High
6122,719,Medium
6123,549,High
6124,554,High
6125,796,Low
6126,845,Low
6127,496,High
6128,613,High
6129,806,Low
6130,502,High
6131,457,High
6132,585,High
6133,665,Medium
6134,719,Medium
6135,717,Medium
6136,531,High
6137,828,Low
6138,545,High
6139,715,Medium
6140,506,High
6141,461,High
6142,686,Medium
6143,523,High
6144,491,High
6145,659,Medium
6146,616,High
6147,798,Low
6148,833,Low
6149,629,High
6150,526,High
6151,591,High
6152,597,High
6153,628,High
6154,665,Medium
6155,682,Medium
6156,509,High
6157,678,Medium
6158,523,High
6159,563,High
6160,692,Medium
6161,456,High
6162,455,High
6163,687,Medium
6164,460,High
6165,636,High
6166,481,High
6167,842,Low
6168,577,High
6169,785,Low
6170,553,High
6171,766,Low
6172,749,Medium
6173,486,High
6174,612,High
6175,799,Low
6176,652,Medium
6177,841,Low
6178,616,High
6179,725,Medium
6180,465,High
6181,465,High
6182,647,High
6183,746,Medium
6184,775,Low
6185,454,High
6186,630,High
6187,588,High
6188,513,High
6189,832,Low
6190,544,High
6191,750,Low
6192,650,Medium
6193,713,Medium
6194,634,High
6195,760,Low
6196,558,High
6197,831,Low
6198,759,Low
6199,504,High
6200,462,High
6201,794,Low
6202,496,High
6203,620,High
6204,727,Medium
6205,750,Low
6206,786,Low
6207,725,Medium
6208,783,Low
6209,467,High
6210,715,Medium
6211,807,Low
6212,821,Low
6213,525,High
6214,533,High
6215,573,High
6216,587,High
6217,520,High
6218,704,Medium
6219,837,Low
6220,526,High
6221,596,High
6222,558,High
6223,515,High
6224,502,High
6225,672,Medium
6226,758,Low
6227,786,Low
6228,668,Medium
6229,627,High
6230,631,High
6231,832,Low
6232,594,High
6233,705,Medium
6234,533,High
6235,589,High
6236,640,High
6237,542,High
6238,595,High
6239,832,Low
6240,846,Low
6241,602,High
6242,819,Low
6243,648,High
6244,639,High
6245,509,High
6246,669,Medium
6247,710,Medium
6248,535,High
6249,738,Medium
6250,704,Medium
6251,668,Medium
6252,746,Medium
6253,845,Low
6254,783,Low
6255,673,Medium
6256,731,Medium
6257,512,High
6258,751,Low
6259,667,Medium
6260,787,Low
6261,698,Medium
6262,575,High
6263,528,High
6264,774,Low
6265,605,High
6266,750,Low
6267,619,High
6268,536,High
6269,653,Medium
6270,735,Medium
6271,457,High
6272,544,High
6273,522,High
6274,622,High
6275,569,High
6276,468,High
6277,747,Medium
6278,801,Low
6279,801,Low
6280,637,High
6281,761,Low
6282,770,Low
6283,563,High
6284,849,Low
6285,551,High
6286,497,High
6287,593,High
6288,543,High
6289,847,Low
6290,609,High
6291,621,High
6292,580,High
6293,741,Medium
6294,583,High
6295,553,High
6296,596,High
6297,657,Medium
6298,753,Low
6299,774,Low
6300,621,High
6301,727,Medium
6302,658,Medium
6303,753,Low
6304,537,High
6305,835,Low
6306,780,Low
6307,590,High
6308,762,Low
6309,687,Medium
6310,663,Medium
6311,733,Medium
6312,456,High
6313,596,High
6314,552,High
6315,467,High
6316,610,High
6317,844,Low
6318,744,Medium
6319,510,High
6320,730,Medium
6321,743,Medium
6322,711,Medium
6323,521,High
6324,510,High
6325,840,Low
6326,679,Medium
6327,711,Medium
6328,498,High
6329,451,High
6330,742,Medium
6331,478,High
6332,553,High
6333,620,High
6334,721,Medium
6335,480,High
6336,659,Medium
6337,655,Medium
6338,808,Low
6339,519,High
6340,848,Low
6341,764,Low
6342,661,Medium
6343,772,Low
6344,660,Medium
6345,494,High
6346,631,High
6347,502,High
6348,585,High
6349,705,Medium
6350,702,Medium
6351,779,Low
6352,557,High
6353,817,Low
6354,593,High
6355,508,High
6356,687,Medium
6357,751,Low
6358,759,Low
6359,489,High
6360,757,Low
6361,773,Low
6362,517,High
6363,510,High
6364,692,Medium
6365,509,High
6366,565,High
6367,470,High
6368,716,Medium
6369,570,High
6370,759,Low
6371,770,Low
6372,469,High
6373,460,High
6374,769,Low
6375,845,Low
6376,733,Medium
6377,814,Low
6378,527,High
6379,807,Low
6380,739,Medium
6381,554,High
6382,557,High
6383,761,Low
6384,800,Low
6385,630,High
6386,485,High
6387,677,Medium
6388,818,Low
6389,551,High
6390,704,Medium
6391,708,Medium
6392,508,High
6393,708,Medium
6394,850,Low
6395,821,Low
6396,728,Medium
6397,617,High
6398,539,High
6399,743,Medium
6400,544,High
6401,594,High
6402,458,High
6403,809,Low
6404,815,Low
6405,538,High
6406,740,Medium
6407,577,High
6408,757,Low
6409,577,High
6410,497,High
6411,840,Low
6412,632,High
6413,619,High
6414,726,Medium
6415,815,Low
6416,689,Medium
6417,547,High
6418,703,Medium
6419,646,High
6420,675,Medium
6421,717,Medium
6422,649,High
6423,625,High
6424,724,Medium
6425,758,Low
6426,749,Medium
6427,759,Low
6428,609,High
6429,604,High
6430,728,Medium
6431,795,Low
6432,695,Medium
6433,678,Medium
6434,841,Low
6435,514,High
6436,528,High
6437,627,High
6438,824,Low
6439,493,High
6440,809,Low
6441,611,High
6442,843,Low
6443,481,High
6444,598,High
6445,638,High
6446,608,High
6447,746,Medium
6448,452,High
6449,617,High
6450,661,Medium
6451,461,High
6452,456,High
6453,552,High
6454,541,High
6455,671,Medium
6456,840,Low
6457,662,Medium
6458,734,Medium
6459,566,High
6460,505,High
6461,749,Medium
6462,707,Medium
6463,751,Low
6464,725,Medium
6465,759,Low
6466,760,Low
6467,534,High
6468,834,Low
6469,480,High
6470,637,High
6471,553,High
6472,675,Medium
6473,625,High
6474,622,High
6475,546,High
6476,657,Medium
6477,513,High
6478,486,High
6479,786,Low
6480,812,Low
6481,569,High
6482,758,Low
6483,492,High
6484,700,Medium
6485,599,High
6486,833,Low
6487,666,Medium
6488,481,High
6489,822,Low
6490,512,High
6491,793,Low
6492,643,High
6493,607,High
6494,614,High
6495,790,Low
6496,674,Medium
6497,530,High
6498,618,High
6499,548,High
6500,719,Medium
6501,496,High
6502,593,High
6503,832,Low
6504,614,High
6505,477,High
6506,765,Low
6507,747,Medium
6508,531,High
6509,709,Medium
6510,842,Low
6511,541,High
6512,634,High
6513,641,High
6514,841,Low
6515,807,Low
6516,548,High
6517,456,High
6518,714,Medium
6519,508,High
6520,705,Medium
6521,516,High
6522,738,Medium
6523,740,Medium
6524,620,High
6525,604,High
6526,528,High
6527,622,High
6528,470,High
6529,849,Low
6530,812,Low
6531,781,Low
6532,509,High
6533,672,Medium
6534,768,Low
6535,572,High
6536,709,Medium
6537,675,Medium
6538,489,High
6539,606,High
6540,590,High
6541,478,High
6542,506,High
6543,565,High
6544,757,Low
6545,475,High
6546,652,Medium
6547,559,High
6548,793,Low
6549,753,Low
6550,517,High
6551,832,Low
6552,553,High
6553,777,Low
6554,669,Medium
6555,653,Medium
6556,805,Low
6557,820,Low
6558,653,Medium
6559,589,High
6560,821,Low
6561,535,High
6562,628,High
6563,633,High
6564,828,Low
6565,782,Low
6566,542,High
6567,562,High
6568,525,High
6569,647,High
6570,742,Medium
6571,503,High
6572,660,Medium
6573,587,High
6574,676,Medium
6575,583,High
6576,736,Medium
6577,603,High
6578,514,High
6579,551,High
6580,749,Medium
6581,811,Low
6582,682,Medium
6583,849,Low
6584,575,High
6585,654,Medium
6586,626,High
6587,676,Medium
6588,528,High
6589,564,High
6590,546,High
6591,601,High
6592,806,Low
6593,465,High
6594,509,High
6595,737,Medium
6596,821,Low
6597,637,High
6598,581,High
6599,683,Medium
6600,771,Low
6601,561,High
6602,824,Low
6603,558,High
6604,562,High
6605,761,Low
6606,612,High
6607,760,Low
6608,548,High
6609,482,High
6610,554,High
6611,604,High
6612,693,Medium
6613,656,Medium
6614,691,Medium
6615,514,High
6616,733,Medium
6617,814,Low
6618,672,Medium
6619,838,Low
6620,568,High
6621,473,High
6622,692,Medium
6623,565,High
6624,780,Low
6625,625,High
6626,466,High
6627,770,Low
6628,569,High
6629,638,High
6630,530,High
6631,670,Medium
6632,514,High
6633,641,High
6634,804,Low
6635,643,High
6636,811,Low
6637,614,High
6638,695,Medium
6639,686,Medium
6640,654,Medium
6641,802,Low
6642,689,Medium
6643,698,Medium
6644,807,Low
6645,506,High
6646,576,High
6647,568,High
6648,533,High
6649,662,Medium
6650,797,Low
6651,684,Medium
6652,613,High
6653,780,Low
6654,639,High
6655,537,High
6656,459,High
6657,587,High
6658,563,High
6659,452,High
6660,630,High
6661,668,Medium
6662,821,Low
6663,592,High
6664,501,High
6665,787,Low
6666,520,High
6667,590,High
6668,621,High
6669,698,Medium
6670,677,Medium
6671,659,Medium
6672,493,High
6673,707,Medium
6674,743,Medium
6675,521,High
6676,792,Low
6677,724,Medium
6678,528,High
6679,710,Medium
6680,790,Low
6681,809,Low
6682,652,Medium
6683,849,Low
6684,591,High
6685,775,Low
6686,523,High
6687,776,Low
6688,466,High
6689,598,High
6690,791,Low
6691,797,Low
6692,839,Low
6693,841,Low
6694,659,Medium
6695,492,High
6696,496,High
6697,652,Medium
6698,836,Low
6699,824,Low
6700,797,Low
6701,501,High
6702,830,Low
6703,469,High
6704,632,High
6705,813,Low
6706,754,Low
6707,789,Low
6708,725,Medium
6709,731,Medium
6710,608,High
6711,476,High
6712,806,Low
6713,649,High
6714,525,High
6715,849,Low
6716,703,Medium
6717,451,High
6718,455,High
6719,664,Medium
6720,552,High
6721,746,Medium
6722,808,Low
6723,722,Medium
6724,779,Low
6725,478,High
6726,674,Medium
6727,827,Low
6728,593,High
6729,614,High
6730,609,High
6731,460,High
6732,781,Low
6733,802,Low
6734,502,High
6735,669,Medium
6736,821,Low
6737,827,Low
6738,472,High
6739,662,Medium
6740,726,Medium
6741,571,High
6742,473,High
6743,747,Medium
6744,603,High
6745,566,High
6746,663,Medium
6747,551,High
6748,681,Medium
6749,482,High
6750,720,Medium
6751,818,Low
6752,675,Medium
6753,506,High
6754,779,Low
6755,809,Low
6756,454,High
6757,672,Medium
6758,785,Low
6759,660,Medium
6760,687,Medium
6761,453,High
6762,503,High
6763,701,Medium
6764,737,Medium
6765,535,High
6766,589,High
6767,738,Medium
6768,650,Medium
6769,638,High
6770,788,Low
6771,534,High
6772,746,Medium
6773,463,High
6774,559,High
6775,581,High
6776,826,Low
6777,597,High
6778,773,Low
6779,683,Medium
6780,689,Medium
6781,730,Medium
6782,627,High
6783,826,Low
6784,492,High
6785,725,Medium
6786,831,Low
6787,486,High
6788,629,High
6789,603,High
6790,771,Low
6791,621,High
6792,567,High
6793,557,High
6794,702,Medium
6795,636,High
6796,651,Medium
6797,850,Low
6798,522,High
6799,765,Low
6800,556,High
6801,649,High
6802,479,High
6803,537,High
6804,569,High
6805,533,High
6806,521,High
6807,464,High
6808,744,Medium
6809,801,Low
6810,805,Low
6811,714,Medium
6812,593,High
6813,528,High
6814,742,Medium
6815,539,High
6816,717,Medium
6817,744,Medium
6818,453,High
6819,626,High
6820,531,High
6821,662,Medium
6822,598,High
6823,582,High
6824,656,Medium
6825,694,Medium
6826,715,Medium
6827,654,Medium
6828,794,Low
6829,482,High
6830,738,Medium
6831,715,Medium
6832,510,High
6833,777,Low
6834,476,High
6835,794,Low
6836,730,Medium
6837,799,Low
6838,684,Medium
6839,703,Medium
6840,831,Low
6841,840,Low
6842,699,Medium
6843,479,High
6844,502,High
6845,631,High
6846,674,Medium
6847,703,Medium
6848,662,Medium
6849,828,Low
6850,522,High
6851,657,Medium
6852,633,High
6853,684,Medium
6854,637,High
6855,624,High
6856,597,High
6857,532,High
6858,454,High
6859,710,Medium
6860,740,Medium
6861,756,Low
6862,465,High
6863,709,Medium
6864,623,High
6865,743,Medium
6866,586,High
6867,576,High
6868,524,High
6869,488,High
6870,768,Low
6871,763,Low
6872,687,Medium
6873,571,High
6874,552,High
6875,844,Low
6876,845,Low
6877,691,Medium
6878,555,High
6879,502,High
6880,841,Low
6881,801,Low
6882,458,High
6883,661,Medium
6884,569,High
6885,601,High
6886,688,Medium
6887,456,High
6888,774,Low
6889,601,High
6890,774,Low
6891,844,Low
6892,662,Medium
6893,637,High
6894,658,Medium
6895,731,Medium
6896,796,Low
6897,487,High
6898,795,Low
6899,491,High
6900,798,Low
6901,494,High
6902,474,High
6903,758,Low
6904,529,High
6905,477,High
6906,776,Low
6907,604,High
6908,716,Medium
6909,694,Medium
6910,768,Low
6911,471,High
6912,616,High
6913,733,Medium
6914,611,High
6915,834,Low
6916,784,Low
6917,525,High
6918,675,Medium
6919,723,Medium
6920,772,Low
6921,772,Low
6922,518,High
6923,522,High
6924,813,Low
6925,761,Low
6926,727,Medium
6927,707,Medium
6928,535,High
6929,632,High
6930,765,Low
6931,734,Medium
6932,829,Low
6933,471,High
6934,829,Low
6935,833,Low
6936,532,High
6937,734,Medium
6938,791,Low
6939,589,High
6940,660,Medium
6941,798,Low
6942,612,High
6943,777,Low
6944,680,Medium
6945,591,High
6946,575,High
6947,711,Medium
6948,821,Low
6949,558,High
6950,772,Low
6951,661,Medium
6952,535,High
6953,747,Medium
6954,683,Medium
6955,697,Medium
6956,603,High
6957,610,High
6958,745,Medium
6959,780,Low
6960,765,Low
6961,477,High
6962,550,High
6963,506,High
6964,741,Medium
6965,792,Low
6966,567,High
6967,479,High
6968,643,High
6969,475,High
6970,670,Medium
6971,474,High
6972,731,Medium
6973,463,High
6974,661,Medium
6975,533,High
6976,770,Low
6977,582,High
6978,509,High
6979,682,Medium
6980,548,High
6981,822,Low
6982,752,Low
6983,589,High
6984,842,Low
6985,512,High
6986,776,Low
6987,839,Low
6988,476,High
6989,643,High
6990,843,Low
6991,681,Medium
6992,848,Low
6993,506,High
6994,575,High
6995,759,Low
6996,470,High
6997,736,Medium
6998,592,High
6999,791,Low
7000,565,High
7001,770,Low
7002,676,Medium
7003,647,High
7004,537,High
7005,807,Low
7006,490,High
7007,765,Low
7008,642,High
7009,752,Low
7010,561,High
7011,638,High
7012,579,High
7013,774,Low
7014,614,High
7015,557,High
7016,801,Low
7017,659,Medium
7018,584,High
7019,467,High
7020,682,Medium
7021,526,High
7022,629,High
7023,496,High
7024,582,High
7025,477,High
7026,786,Low
7027,838,Low
7028,476,High
7029,770,Low
7030,645,High
7031,556,High
7032,769,Low
7033,494,High
7034,598,High
7035,767,Low
7036,816,Low
7037,831,Low
7038,758,Low
7039,489,High
7040,826,Low
7041,807,Low
7042,548,High
7043,536,High
7044,589,High
7045,490,High
7046,616,High
7047,783,Low
7048,561,High
7049,726,Medium
7050,636,High
7051,489,High
7052,838,Low
7053,836,Low
7054,845,Low
7055,620,High
7056,818,Low
7057,708,Medium
7058,695,Medium
7059,541,High
7060,739,Medium
7061,528,High
7062,524,High
7063,451,High
